yyyymm,index,d12,e12,b_m,tbl,aaa,baa,lty,ntis,rfree,infl,ltr,corpr,svar,csp,crsp_s_pvw,crsp_s_pvwx
195808,47.75,1.73,2.89667,0.5872638263570769,0.0169,0.0385,0.0467,0.0371,0.015090629011613248,0.0014083333333333333,-0.0034482758620689724,-0.0435,-0.032,5.889618930000002e-4,0.0012465824,0.017999,0.01327
195809,50.06,1.73,2.88,0.5613711966020786,0.024399999999999998,0.0409,0.0487,0.038,0.01398347823684889,0.002033333333333333,0,-0.0117,-0.0096,5.10180329e-4,0.0013977792,0.050837,0.047954
195810,51.33,1.73667,2.88333,0.5498692978903574,0.0263,0.041100000000000005,0.0492,0.0374,0.012278913274281012,0.002191666666666667,0,0.0138,0.0107,7.93475042e-4,0.0011634523,0.02737,0.025878
195811,52.48,1.74333,2.88667,0.535823198076992,0.026699999999999998,0.0409,0.0487,0.0368,0.011534943696318972,0.002225,0.0034602076124568004,0.012,0.0105,0.0015302102740000002,0.0015285202,0.028617,0.023385
195812,55.21,1.75,2.89,0.511779319797824,0.0277,0.0408,0.048499999999999995,0.0382,0.023686831610820705,0.0023083333333333332,-0.0034482758620689724,-0.0181,-0.0058,7.127718850000002e-4,0.0015858124,0.054112,0.051432
195901,55.42,1.75667,2.96333,0.5028958179001952,0.0282,0.0412,0.0487,0.0408,0.027736266061161606,0.00235,0.0034602076124568004,-0.008,-0.0028,5.848679840000002e-4,0.0017223872,0.006331,0.005395
195902,55.41,1.76333,3.03667,0.4949461474730737,0.027000000000000003,0.0414,0.0489,0.0402,0.027898847283532945,0.0022500000000000003,-0.0034482758620689724,0.0117,0.0126,8.447334539999999e-4,0.001945027,0.006711,0.00221
195903,55.44,1.77,3.11,0.5168602815309701,0.027999999999999997,0.041299999999999996,0.048499999999999995,0.0403,0.024984389586117116,0.002333333333333333,0,0.0017,-0.0083,4.91508124e-4,0.0017683065,0.003352,8.26e-4
195904,57.59,1.77667,3.20667,0.49859719438877753,0.029500000000000002,0.042300000000000004,0.048600000000000004,0.0414,0.024360569619933985,0.0024583333333333336,0.0034602076124568004,-0.0117,-0.0172,4.925502089999999e-4,0.0013570631,0.040054,0.039093
195905,58.68,1.78333,3.30333,0.48307677969524226,0.028399999999999998,0.0437,0.0496,0.0417,0.02588723385922234,0.0023666666666666667,0,-5e-4,-0.0114,4.2780091399999997e-4,0.0019126436,0.023631,0.019043
195906,58.47,1.79,3.4,0.483219390926041,0.0321,0.0446,0.0504,0.0419,0.026882074447754298,0.002675,0.0034482758620690834,0.001,0.0044,9.15070174e-4,0.0019170919,-7.25e-4,-0.003196
195907,60.51,1.79667,3.41,0.4608226647700332,0.032,0.0447,0.0508,0.0417,0.027141372074974416,0.0026666666666666666,0.0034364261168384758,0.006,0.0089,4.8779601599999997e-4,0.0015859289,0.034504,0.033514
195908,59.6,1.80333,3.42,0.4680844659171295,0.0338,0.0443,0.0509,0.0423,0.028146130720926168,0.0028166666666666665,0,-0.0041,-0.0068,0.0010696993439999998,0.0014395527,-0.011076,-0.015179
195909,56.88,1.81,3.43,0.4923378926038501,0.0404,0.0452,0.0518,0.0429,0.030528391277140285,0.0033666666666666667,0.0034246575342467,-0.0057,-0.0088,0.0017098447549999997,0.0013970167,-0.043182,-0.045586
195910,57.52,1.81667,3.41667,0.48097742035261365,0.0405,0.045700000000000005,0.0528,0.0421,0.031020180544657373,0.003375,0.0034129692832762792,0.015,0.0165,6.1818331e-4,0.0013316314,0.012574,0.011436
195911,58.28,1.82333,3.40333,0.47179829485117875,0.0415,0.045599999999999995,0.0526,0.0432,0.02972238038840528,0.0034583333333333337,0,-0.0119,0.0135,4.99692726e-4,0.0015158997,0.018486,0.013114
195912,59.89,1.83,3.39,0.45778379651436646,0.0449,0.0458,0.0528,0.0447,0.022856304098949398,0.003741666666666667,0,-0.0159,-0.0096,3.07543518e-4,9.753718e-4,0.029627,0.026911
196001,55.61,1.86667,3.39,0.499502104012078,0.0435,0.0461,0.053399999999999996,0.0441,0.022116167472267467,0.0036249999999999998,-0.00340136054421758,0.0112,0.0107,9.194175330000001e-4,8.8855224e-4,-0.069933,-0.070835
196002,56.12,1.90333,3.39,0.49355678283501553,0.039599999999999996,0.045599999999999995,0.053399999999999996,0.0429,0.02403749397684586,0.0032999999999999995,0.0034129692832762792,0.0204,0.0128,0.0011502457680000002,6.6084815e-4,0.013922,0.009129
196003,55.34,1.94,3.39,0.5497980830049141,0.0331,0.0449,0.0525,0.0411,0.025593410038608932,0.002758333333333333,0,0.0282,0.0191,9.691464609999998e-4,3.6098225e-4,-0.012566,-0.015238
196004,54.37,1.94333,3.34667,0.5634036895462855,0.0323,0.044500000000000005,0.052000000000000005,0.0426,0.025577133316052773,0.002691666666666667,0.003401360544217802,-0.017,-0.0022,6.451660990000002e-4,1.2148666e-4,-0.016113,-0.017097
196005,55.83,1.94667,3.30333,0.5419664268585132,0.0329,0.0446,0.0528,0.0417,0.02441437546276916,0.0027416666666666666,0,0.0152,-0.0021,4.2355850300000004e-4,-3.575882e-5,0.033513,0.028312
196006,56.92,1.95,3.26,0.5291748618525803,0.0246,0.044500000000000005,0.0526,0.0407,0.024269926304970404,0.00205,0.003389830508474523,0.0173,0.0141,4.989478820000001e-4,-4.2243115e-6,0.021802,0.019133
196007,55.51,1.95,3.26333,0.549673276798599,0.023,0.0441,0.052199999999999996,0.0382,0.025778486814854926,0.0019166666666666666,0,0.0368,0.0257,9.77819962e-4,-4.4859757e-4,-0.022948,-0.023813
196008,56.96,1.95,3.26667,0.541542197159699,0.023,0.042800000000000005,0.0508,0.039,0.025195535096172984,0.0019166666666666666,0,-0.0067,0.0117,6.369673730000001e-4,-7.7142974e-4,0.031467,0.026197
196009,53.52,1.95,3.27,0.5843417106215741,0.0248,0.0425,0.0501,0.0387,0.028312466953847915,0.0020666666666666667,0,0.0075,-0.0063,0.001771622224,-0.0011943574,-0.058713,-0.06092
196010,53.39,1.95,3.27,0.5841202012543938,0.023,0.043,0.051100000000000007,0.0391,0.027823797811665645,0.0019166666666666666,0.006756756756756799,-0.0028,8e-4,0.0010487145690000002,-8.968794e-4,-0.001079,-0.002407
196011,55.54,1.95,3.27,0.5676300190884431,0.023700000000000002,0.0431,0.0508,0.0399,0.0260342129636394,0.001975,0,-0.0066,-0.007,6.686740349999999e-4,-9.5527831e-4,0.046081,0.039977
196012,58.11,1.95,3.27,0.5504229651398789,0.0225,0.0435,0.051,0.038,0.02276136078944106,0.001875,0,0.0279,0.0104,4.50305539e-4,-0.0013625136,0.048839,0.046597
196101,61.78,1.94667,3.21,0.5229867324899722,0.022400000000000003,0.0432,0.051,0.0404,0.021815336084963794,0.0018666666666666669,0,-0.0107,0.0148,7.411236840000001e-4,-0.0013306273,0.06432,0.063181
196102,63.44,1.94333,3.15,0.5120227162880618,0.0242,0.042699999999999995,0.0507,0.0392,0.019419904253929303,0.0020166666666666666,0,0.02,0.021,5.4745936e-4,-0.0012541776,0.032838,0.028612
196103,65.06,1.94,3.09,0.5466798693525264,0.0239,0.042199999999999994,0.050199999999999995,0.0397,0.022737590536724583,0.0019916666666666668,0,-0.0037,-0.0029,4.14941168e-4,-0.0012149657,0.029345,0.027051
196104,65.31,1.94,3.07,0.5450044938191568,0.0229,0.0425,0.0501,0.0391,0.023259249957812013,0.0019083333333333333,0,0.0115,-0.0116,0.0010092086259999998,-0.0015040745,0.004537,0.003843
196105,66.56,1.94,3.05,0.5309162934894935,0.0229,0.042699999999999995,0.0501,0.0397,0.022465655357862314,0.0019083333333333333,0,-0.0046,0.0049,4.04343422e-4,-0.0014627354,0.023553,0.018924
196106,64.64,1.94,3.03,0.5408211006491607,0.0233,0.0433,0.050300000000000004,0.0404,0.022482125766926812,0.0019416666666666668,0,-0.0075,-0.008,5.489074040000001e-4,-0.0011481273,-0.026673,-0.028725
196107,66.76,1.94667,3.03667,0.5244056310872308,0.022400000000000003,0.0441,0.0509,0.0404,0.02517962764818568,0.0018666666666666669,0.006711409395973034,0.0035,0.004,6.28373737e-4,-0.0015422544,0.033795,0.033119
196108,68.07,1.95333,3.04333,0.5137928160680056,0.0239,0.044500000000000005,0.051100000000000007,0.041,0.025425910160150417,0.0019916666666666668,-0.0033333333333334103,-0.0038,-0.0018,4.0621505100000004e-4,-0.0019986084,0.02473,0.019511
196109,66.73,1.96,3.05,0.5275167210963905,0.022799999999999997,0.044500000000000005,0.0512,0.0403,0.024963386856248895,0.0018999999999999998,0.0033444816053511683,0.0129,0.0144,8.224996059999999e-4,-0.0022923683,-0.018674,-0.019877
196110,68.62,1.98,3.09667,0.5254858506648483,0.023,0.044199999999999996,0.0513,0.04,0.025835908945154994,0.0019166666666666666,0,0.0071,0.0127,2.6750879100000005e-4,-0.0020361304,0.028175,0.026791
196111,71.32,2,3.14333,0.512610864745011,0.0248,0.043899999999999995,0.051100000000000007,0.0404,0.025570612919183385,0.0020666666666666667,0,-0.002,0.0028,3.603902050000001e-4,-0.0020734466,0.045226,0.039324
196112,71.55,2.02,3.19,0.5059222583910058,0.026000000000000002,0.044199999999999996,0.051,0.0415,0.022324287879189435,0.002166666666666667,0,-0.0125,-0.0026,3.36901535e-4,-0.0022107435,0.004696,0.003465
196201,68.84,2.02667,3.25,0.5284285714285714,0.027200000000000002,0.044199999999999996,0.0508,0.0419,0.024721355291770126,0.002266666666666667,0,-0.0014,0.008,8.115306510000001e-4,-0.0022987448,-0.037356,-0.038692
196202,69.96,2.03333,3.31,0.522420732999082,0.0273,0.044199999999999996,0.0507,0.0414,0.028783380858435216,0.002275,0.0033333333333334103,0.0103,0.0052,2.6509674700000003e-4,-0.0022097278,0.020592,0.016147
196203,69.55,2.04,3.37,0.5457245915552726,0.027200000000000002,0.043899999999999995,0.0504,0.0398,0.02407530411590809,0.002266666666666667,0,0.0253,0.0151,2.79492147e-4,-0.0028841357,-0.003842,-0.005137
196204,65.24,2.04667,3.40333,0.5798626245622472,0.0273,0.0433,0.050199999999999995,0.0394,0.025152092394211456,0.002275,0.0033222591362125353,0.0082,0.0142,0.001019690809,-0.0023948454999999998,-0.061743,-0.062443
196205,59.63,2.05333,3.43667,0.6289943915481936,0.0269,0.042800000000000005,0.05,0.0393,0.027722355150467965,0.0022416666666666665,0,0.0046,0,0.010914839126000001,-0.0029059114,-0.079847,-0.085499
196206,54.75,2.06,3.47,0.6873574686431015,0.0273,0.042800000000000005,0.050199999999999995,0.0401,0.026455441828352792,0.002275,0,-0.0076,-0.0026,0.0061611301890000005,-0.0027952766,-0.080669,-0.082222
196207,58.23,2.06667,3.49,0.6452260298028198,0.0292,0.0434,0.050499999999999996,0.0412,0.03048590394562987,0.0024333333333333334,0.0033112582781458233,-0.0109,-0.0015,0.0018434903010000002,-0.0025626272,0.065203,0.063969
196208,59.12,2.07333,3.51,0.6333103516202109,0.0282,0.0435,0.0506,0.0401,0.0293287512323396,0.00235,0,0.0187,0.0143,8.01946827e-4,-0.0027495972,0.021669,0.015803
196209,56.27,2.08,3.53,0.666344260596221,0.0278,0.0432,0.050300000000000004,0.0398,0.0306016141063986,0.0023166666666666665,0.0033003300330032292,0.0061,0.0089,0.0011769969320000002,-0.0029218017,-0.048816,-0.050259
196210,56.52,2.09667,3.57667,0.6541533140037642,0.0274,0.042800000000000005,0.0499,0.0395,0.028094503930836852,0.0022833333333333334,0,0.0084,0.0068,0.0034521849549999997,-0.0022837634,0.008313,0.006405
196211,62.26,2.11333,3.62333,0.5941783459109811,0.028300000000000002,0.0425,0.0496,0.0396,0.024810506865534907,0.0023583333333333334,0,0.0021,0.0062,0.001274819991,-0.002819534,0.108268,0.100528
196212,63.1,2.13,3.67,0.5916270510657875,0.0287,0.0424,0.0492,0.0395,0.019968070421955832,0.0023916666666666665,0,0.0035,0.0023,5.438854939999999e-4,-0.0027965748,0.015534,0.01404
196301,66.2,2.13667,3.68333,0.5649849893827341,0.0291,0.0421,0.049100000000000005,0.0398,0.017136273519436432,0.002425,0,-1e-4,0.0059,6.997638459999997e-4,-0.0030502697,0.050367,0.048957
196302,64.29,2.14333,3.69667,0.5819531179292243,0.0292,0.04190000000000001,0.0489,0.04,0.013236789604667643,0.0024333333333333334,0,8e-4,0.0023,3.92123718e-4,-0.0030897221,-0.024189,-0.029164
196303,66.57,2.15,3.71,0.587528570591338,0.028900000000000002,0.04190000000000001,0.048799999999999996,0.0401,0.014380170987533612,0.0024083333333333335,0.00328947368421062,9e-4,0.0026,3.59924241e-4,-0.0029958802,0.036581,0.035156
196304,69.8,2.16667,3.75333,0.5587292740699457,0.028999999999999998,0.0421,0.0487,0.0405,0.015199427376822054,0.0024166666666666664,0,-0.0012,-0.0051,3.22163986e-4,-0.0026662205,0.04907,0.048177
196305,70.8,2.18333,3.79667,0.5516121932430945,0.029300000000000003,0.042199999999999994,0.048499999999999995,0.0406,0.014648533019556568,0.002441666666666667,0,0.0023,0.0048,3.0366327499999995e-4,-0.0027292359,0.019674,0.013844
196306,69.37,2.2,3.84,0.5672815753734721,0.029900000000000003,0.042300000000000004,0.0484,0.0407,0.018263202919184415,0.0024916666666666668,0.003278688524590123,0.0019,0.0043,2.6109184799999994e-4,-0.0027715822,-0.018605,-0.019806
196307,69.13,2.20333,3.88,0.5766216585421969,0.0318,0.0426,0.0484,0.0407,0.009318731998097048,0.00265,0.0032679738562091387,0.0031,0.0028,5.29791206e-4,-0.0020389843,-0.001821,-0.003131
196308,72.5,2.20667,3.92,0.5498272363297317,0.0332,0.0429,0.0483,0.0408,0.009520076120336536,0.002766666666666667,0,0.0021,0.0035,3.2691561999999996e-4,-0.0019554685,0.053466,0.048496
196309,71.7,2.21,3.96,0.547223624776539,0.0338,0.0431,0.0484,0.041,0.010313262047910655,0.0028166666666666665,0,4e-4,-0.0023,3.29888133e-4,-0.0015243919,-0.010402,-0.011579
196310,74.01,2.23333,3.98,0.5309640771685447,0.0345,0.0432,0.0483,0.0415,0.010279966125778554,0.0028750000000000004,0.0032573289902280145,-0.0026,0.0049,5.03542562e-4,-0.0017563594,0.034825,0.03329
196311,73.23,2.25667,4,0.5342962212865746,0.0352,0.0433,0.0484,0.0414,0.006012545241775674,0.0029333333333333334,0,0.0051,0.0015,0.003110160133,-0.0017575761,-0.004487,-0.011085
196312,75.02,2.28,4.02,0.5255914542237368,0.0352,0.0435,0.048499999999999995,0.0417,0.008954678058576894,0.0029333333333333334,0.0032467532467532756,-6e-4,-0.0034,2.73579501e-4,-0.0014968686,0.026065,0.024651
196401,77.04,2.29667,4.07333,0.510606870909415,0.0352,0.043899999999999995,0.0483,0.0421,0.014293523780457675,0.0029333333333333334,0,-0.0014,0.0087,1.8333878e-4,-0.0017279613,0.027391,0.026373
196402,77.8,2.31333,4.12667,0.5011622965980953,0.0353,0.0436,0.0483,0.0424,0.017407873470448847,0.0029416666666666666,0,-0.0011,0.0054,7.1700766e-5,-0.0014884159,0.017015,0.012171
196403,78.98,2.33,4.18,0.5236754417243542,0.0354,0.0438,0.0483,0.0424,0.017783195536156392,0.00295,0,0.0037,-0.0062,1.1471682600000001e-4,-0.0018579462,0.017232,0.015814
196404,79.46,2.34667,4.23,0.5253031069230485,0.0347,0.044000000000000004,0.048499999999999995,0.0423,0.020767958181335002,0.002891666666666667,0,0.0047,0.004,2.5475115400000004e-4,-0.0019835029,0.006192,0.005297
196405,80.37,2.36333,4.28,0.5190357804426246,0.0348,0.0441,0.048499999999999995,0.0422,0.02117927221474994,0.0029,0,0.005,0.0057,2.2577226599999995e-4,-0.0019289225,0.016815,0.01146
196406,81.69,2.38,4.33,0.5122068550811786,0.0348,0.0441,0.048499999999999995,0.0419,0.02050293936669868,0.0029,0.003236245954692629,0.0069,0.0048,3.9786239700000006e-4,-0.0019886295,0.018084,0.016779
196407,83.18,2.4,4.37667,0.5063607181072405,0.0346,0.044000000000000004,0.0483,0.0421,0.021312604661107144,0.0028833333333333332,0.003225806451612856,8e-4,0.0052,1.9889939000000004e-4,-0.0022379109,0.01891,0.017953
196408,81.83,2.42,4.42333,0.5079429443755367,0.035,0.0441,0.0482,0.0423,0.020696583161584122,0.002916666666666667,-0.003215434083601365,0.002,0.0037,4.25925547e-4,-0.0018720556,-0.011621,-0.016285
196409,84.18,2.44,4.47,0.4865371214457886,0.0353,0.044199999999999996,0.0482,0.0421,0.020403063359294652,0.0029416666666666666,0.003225806451612856,0.005,0.0021,1.70494435e-4,-0.0019531682,0.030399,0.029022
196410,84.86,2.46,4.49667,0.48781325880789844,0.035699999999999996,0.044199999999999996,0.0481,0.0421,0.020115710207158247,0.0029749999999999998,0,0.0043,0.005,1.87050558e-4,-0.0022257355,0.008745,0.007566
196411,84.42,2.48,4.52333,0.486503775287573,0.0364,0.0443,0.0481,0.0422,0.01916639074804676,0.0030333333333333336,0.003215434083601254,0.0017,-4e-4,2.12881775e-4,-0.0024802459,0.001598,-0.004588
196412,84.75,2.5,4.55,0.4872273002871426,0.0384,0.0444,0.0481,0.0423,0.023094425635208374,0.0031999999999999997,0,0.003,0.0088,3.512156949999999e-4,-0.0023805734,0.005228,0.003803
196501,87.56,2.51667,4.59333,0.47172319074939634,0.0381,0.0443,0.048,0.0422,0.017902887629848815,0.0031750000000000003,0,0.004,0.0081,1.6582179699999996e-4,-0.0022007442,0.034791,0.033837
196502,87.43,2.53333,4.63667,0.4713994775755965,0.0393,0.0441,0.0478,0.0424,0.014822356854793772,0.003275,0,0.0014,9e-4,3.931973169999999e-4,-0.0022017761,0.003746,-8.53e-4
196503,86.16,2.55,4.68,0.469489904954727,0.0393,0.044199999999999996,0.0478,0.0422,0.019133363310882917,0.003275,0.0032051282051281937,0.0054,0.0012,1.4462073e-4,-0.0021373681,-0.012213,-0.013685
196504,89.11,2.57,4.73333,0.45255933471392484,0.0393,0.0443,0.048,0.0422,0.014721686559549101,0.003275,0.0031948881789136685,0.0036,0.0021,1.6275379900000002e-4,-0.0021429735,0.035612,0.034769
196505,88.42,2.59,4.78667,0.4546642847806196,0.038900000000000004,0.0444,0.0481,0.0423,0.016244164244624916,0.003241666666666667,0,0.0018,-8e-4,3.337706400000001e-4,-0.0025656153,-0.003122,-0.008354
196506,84.12,2.61,4.84,0.480858956487679,0.038,0.0446,0.048499999999999995,0.0423,0.017550278889574757,0.0031666666666666666,0.006369426751592355,0.0047,3e-4,0.001829378758,-0.0023808197,-0.04688,-0.048367
196507,85.25,2.62667,4.88667,0.47338217615170003,0.0384,0.044800000000000006,0.048799999999999996,0.0424,0.015626610727601426,0.0031999999999999997,0,0.0022,0.0019,5.21856486e-4,-0.0019181837,0.014486,0.013678
196508,87.17,2.64333,4.93333,0.46736087784122715,0.0384,0.0449,0.048799999999999996,0.0428,0.015600330588023925,0.0031999999999999997,0,-0.0013,-6e-4,1.07532411e-4,-0.0017357486,0.02756,0.022473
196509,89.96,2.66,4.98,0.4485374712544864,0.0392,0.0452,0.049100000000000005,0.0433,0.016894553708382644,0.0032666666666666664,0,-0.0034,-0.0015,2.99084436e-4,-0.0013951451,0.033366,0.032034
196510,92.42,2.68,5.05,0.4344205990716263,0.0403,0.045599999999999995,0.0493,0.0433,0.017463381161715436,0.0033583333333333334,0.0031645569620253333,0.0027,0.0046,1.8838255900000003e-4,-9.9855407e-4,0.028812,0.027737
196511,91.61,2.7,5.12,0.44089531113012426,0.0409,0.046,0.0495,0.0441,0.020762578205268913,0.003408333333333333,0,-0.0062,-0.0057,1.4142668e-4,-0.0010197298,-0.003821,-0.010306
196512,92.43,2.72,5.19,0.43063780616140146,0.0438,0.046799999999999994,0.050199999999999995,0.045,0.020837182939336563,0.00365,0.003154574132492094,-0.0078,-0.0149,3.01364803e-4,-8.1288747e-4,0.010349,0.009059
196601,92.88,2.74,5.24,0.4243983284359081,0.045899999999999996,0.047400000000000005,0.0506,0.0457,0.02027829713126876,0.003825,0,-0.0104,0.0022,1.51802146e-4,-5.3976201e-4,0.005705,0.004874
196602,91.22,2.76,5.29,0.4384960447110485,0.04650000000000001,0.0478,0.0512,0.0477,0.02002563057176506,0.0038750000000000004,0.0062893081761006275,-0.025,-0.0113,3.37064715e-4,-7.9369557e-4,-0.01275,-0.017548
196603,89.23,2.78,5.34,0.49017593563805056,0.045899999999999996,0.0492,0.053200000000000004,0.046,0.016787640655246173,0.003825,0.0031250000000000444,0.0296,-0.0059,9.310340949999999e-4,-4.888765e-4,-0.023041,-0.024608
196604,91.06,2.79667,5.38,0.4854982435095536,0.0462,0.0496,0.0541,0.0467,0.01563567311917854,0.0038499999999999997,0.006230529595015355,-0.0063,0.0013,3.51262513e-4,-7.7685742e-4,0.022158,0.02125
196605,86.13,2.81333,5.42,0.5127422036716549,0.0464,0.049800000000000004,0.0548,0.0473,0.01594491253614015,0.0038666666666666663,0,-0.0059,-0.0026,0.001935491515,-4.2074561e-4,-0.04914,-0.054645
196606,84.74,2.83,5.46,0.5209746006206183,0.045,0.0507,0.0558,0.0477,0.017122261783916373,0.00375,0.003095975232198178,-0.0016,0.003,5.01211977e-4,-6.6601648e-4,-0.01438,-0.015904
196607,83.6,2.85,5.47667,0.5349430007788714,0.048,0.0516,0.056799999999999996,0.0482,0.01864056956186673,0.004,0.0030864197530864335,-0.0037,-0.0098,0.0010137839990000002,-0.0010224731,-0.012129,-0.013039
196608,77.1,2.87,5.49333,0.5749546555726082,0.0496,0.053099999999999994,0.0583,0.0499,0.021469536342744802,0.0041333333333333335,0.006153846153846176,-0.0206,-0.0259,0.0031652554750000008,-0.001167014,-0.07165,-0.077487
196609,76.56,2.89,5.51,0.5854924956730645,0.0537,0.054900000000000004,0.060899999999999996,0.048,0.01698386768657444,0.004475,0,0.0332,0.0078,0.0016003281650000005,-0.0017065219,-0.006244,-0.007692
196610,80.2,2.88333,5.52333,0.56166131810128,0.0535,0.0541,0.061,0.0467,0.015183574679429032,0.004458333333333333,0.006116207951070152,0.0228,0.0261,0.0025467723050000006,-0.0013716259,0.048333,0.047244
196611,80.45,2.87667,5.53667,0.572644929824783,0.053200000000000004,0.0535,0.0613,0.048,0.017549155662388648,0.004433333333333333,0,-0.0148,-0.002,7.7440242e-4,-0.0011406594,0.011223,0.003741
196612,80.33,2.87,5.55,0.5769451055759905,0.0496,0.053899999999999997,0.061799999999999994,0.0455,0.017207925931503255,0.0041333333333333335,0,0.0413,0.0201,6.269595070000001e-4,-4.9878855e-5,3.26e-4,-0.001089
196701,86.61,2.88,5.51667,0.5333631411123793,0.0472,0.052000000000000005,0.059699999999999996,0.0448,0.0156977922996041,0.003933333333333333,0,0.0154,0.045,7.334767800000002e-4,2.4917822e-4,0.079215,0.077723
196702,86.78,2.89,5.48333,0.5400478930626541,0.045599999999999995,0.050300000000000004,0.0582,0.0465,0.01770120897138271,0.0037999999999999996,0,-0.0221,-0.0201,4.124002089999999e-4,5.5525637e-4,0.007514,0.00242
196703,90.2,2.9,5.45,0.5495507979399062,0.0426,0.0513,0.058499999999999996,0.0455,0.014921683532821797,0.0035499999999999998,0.003039513677811634,0.0198,0.0117,5.01140698e-4,7.1807065e-4,0.041137,0.039544
196704,94.01,2.9,5.41,0.5305166936068224,0.0384,0.051100000000000007,0.0583,0.0477,0.015046355640730586,0.0031999999999999997,0.003030303030303161,-0.0291,-0.0071,8.371172240000002e-4,5.8346768e-4,0.043371,0.042544
196705,89.08,2.9,5.37,0.5582011823214789,0.036000000000000004,0.0524,0.0596,0.0482,0.011464670155673422,0.0030000000000000005,0.0030211480362538623,-0.0039,-0.0254,8.90352165e-4,0.0013629683,-0.04681,-0.052314
196706,90.64,2.9,5.33,0.5532048450468463,0.0354,0.054400000000000004,0.061500000000000006,0.0507,0.01015338573142532,0.00295,0.0030120481927708997,-0.0312,-0.0223,0.001070719063,0.0017294553,0.019319,0.018015
196707,94.75,2.90667,5.32,0.5262983278775546,0.0421,0.0558,0.0626,0.0505,0.006687534738957237,0.0035083333333333334,0.0030030030030030463,0.0068,0.0041,2.18441638e-4,0.0016540993,0.046454,0.045623
196708,93.64,2.91333,5.31,0.5280209477526656,0.042699999999999995,0.0562,0.0633,0.0514,0.0058418374495645495,0.003558333333333333,0.0029940119760478723,-0.0084,-7e-4,2.96619562e-4,0.0020824119,-0.006824,-0.012197
196709,96.71,2.92,5.3,0.5135648457902575,0.044199999999999996,0.0565,0.064,0.0517,0.005600203574728517,0.003683333333333333,0.0029850746268658135,-4e-4,0.0094,3.58545187e-4,0.0022640229,0.033815,0.032597
196710,93.9,2.92,5.31,0.5409552822424807,0.045599999999999995,0.0582,0.0652,0.0549,0.003715569969821051,0.0037999999999999996,0.0029761904761904656,-0.04,-0.0281,4.4491392900000004e-4,0.0022940724,-0.027448,-0.028701
196711,94,2.92,5.32,0.543382697160343,0.0473,0.060700000000000004,0.0672,0.0567,0.0027733318187184333,0.003941666666666667,0.0029673590504448732,-0.0196,-0.0272,9.547800290000001e-4,0.0028493145,0.006435,5.33e-4
196712,96.47,2.92,5.33,0.525792445117168,0.049699999999999994,0.061900000000000004,0.0693,0.0556,0.014361072905423647,0.004141666666666666,0.002958579881656931,0.0192,0.0127,2.70885974e-4,0.0029522247,0.027079,0.025857
196801,92.24,2.93,5.36667,0.5563023834851017,0.05,0.0617,0.0684,0.0536,0.012854154362476737,0.004166666666666667,0.005899705014749346,0.0328,0.0361,4.833462319999999e-4,0.0025043814,-0.041875,-0.043523
196802,89.36,2.94,5.40333,0.5662105889351576,0.049800000000000004,0.061,0.068,0.0542,0.010450728391291013,0.00415,0.0029325513196480912,-0.0033,0.0037,8.20429998e-4,0.0025561893,-0.0269,-0.031973
196803,90.2,2.95,5.44,0.5668098064638919,0.051699999999999996,0.0611,0.06849999999999999,0.056,0.012677156191576862,0.004308333333333333,0.0029239766081869956,-0.0212,-0.0197,0.001395505766,0.0034032192,0.009696,0.008585
196804,97.59,2.96333,5.48333,0.5223520641950407,0.0538,0.0621,0.0697,0.0547,0.008140159982582018,0.004483333333333333,0.00291545189504383,0.0227,0.0048,0.0016075589940000002,0.0036993101,0.084092,0.082642
196805,98.68,2.97667,5.52667,0.5300333704115684,0.056600000000000004,0.06269999999999999,0.0703,0.0547,0.010646413188636948,0.004716666666666667,0.0029069767441860517,0.0043,0.0032,3.86512886e-4,0.0029648972,0.016374,0.011104
196806,99.58,2.99,5.57,0.5307418133214524,0.0552,0.06280000000000001,0.0707,0.0534,0.012090095804365422,0.0046,0.005797101449275477,0.023,0.0122,4.994807959999999e-4,0.0026268741,0.009916,0.008695
196807,97.74,3.00333,5.6,0.5396375990939978,0.053099999999999994,0.062400000000000004,0.0698,0.0517,0.013885434771739294,0.004424999999999999,0.0057636887608067955,0.0289,0.0341,7.56619744e-4,0.0026163853,-0.017444,-0.018664
196808,98.86,3.01667,5.63,0.5318021004229864,0.0509,0.0602,0.0682,0.052,0.018035051022994852,0.004241666666666667,0.002865329512893977,-3e-4,0.0206,3.1640218100000006e-4,0.0028815826,0.016415,0.011259
196809,102.67,3.03,5.66,0.5091954391476721,0.0519,0.059699999999999996,0.0679,0.0531,0.01828702812494224,0.004325,0.0028571428571428914,-0.0102,-0.0053,2.682311169999999e-4,0.0024118186,0.039351,0.03821
196810,103.41,3.04333,5.69333,0.5003202469576539,0.0535,0.060899999999999996,0.0684,0.0543,0.01941005895085327,0.004458333333333333,0.005698005698005604,-0.0132,-0.016,2.68412974e-4,0.002547129,0.008587,0.006751
196811,108.37,3.05667,5.72667,0.48371705851301416,0.0545,0.061900000000000004,0.0701,0.0566,0.02118868482532666,0.004541666666666667,0.0028328611898016387,-0.0269,-0.0226,2.62966322e-4,0.0024623206,0.05358,0.048659
196812,103.86,3.07,5.76,0.5049006622516556,0.0596,0.0645,0.0723,0.0598,0.031961490748371915,0.004966666666666667,0.0028248587570622874,-0.0363,-0.0233,3.33982295e-4,0.0023475611,-0.040826,-0.042141
